"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Abi","South South","Cross River","Abi","","","0","220","162","55","41","14","0","58","107","14"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","65","50","18","18","2","0","15","32","2"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","259","191","54","65","0","0","68","137","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Calabar South","South South","Cross River","Calabar South","","","0","38","28","7","9","0","0","10","21","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Ogoja","South South","Cross River","Ogoja","","","0","69","50","18","17","2","0","19","32","2"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Abi","South South","Cross River","Abi","","","0","111","80","22","25","0","0","31","58","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","113","80","26","25","3","0","33","54","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","118","88","29","26","5","0","30","59","5"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Calabar South","South South","Cross River","Calabar South","","","0","271","190","57","65","3","0","81","133","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Ogoja","South South","Cross River","Ogoja","","","0","192","139","37","34","5","0","53","102","5"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Abi","South South","Cross River","Abi","","","0","78","56","14","13","3","0","22","42","3"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","221","154","46","43","8","0","67","108","8"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","40","25","7","9","0","0","15","18","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Calabar South","South South","Cross River","Calabar South","","","0","111","78","25","26","3","0","33","53","3"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Ogoja","South South","Cross River","Ogoja","","","0","122","83","28","30","3","0","39","55","3"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Abi","South South","Cross River","Abi","","","0","141","106","37","32","6","0","35","69","6"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","40","31","7","8","0","0","9","24","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","162","116","40","37","6","0","46","76","6"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Calabar South","South South","Cross River","Calabar South","","","0","22","17","7","4","3","0","5","10","3"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Ogoja","South South","Cross River","Ogoja","","","0","42","34","11","8","3","0","8","23","3"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Abi","South South","Cross River","Abi","","","0","71","53","15","16","0","0","18","38","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","71","52","22","16","6","0","19","30","6"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","89","67","19","21","0","0","22","48","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Calabar South","South South","Cross River","Calabar South","","","0","169","125","37","33","6","0","44","88","6"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Ogoja","South South","Cross River","Ogoja","","","0","118","79","29","29","3","0","39","50","3"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Abi","South South","Cross River","Abi","","","0","54","38","8","8","0","0","16","30","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","138","100","32","24","9","0","38","68","9"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","22","17","4","4","0","0","5","13","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Calabar South","South South","Cross River","Calabar South","","","0","71","52","19","16","3","0","19","33","3"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Ogoja","South South","Cross River","Ogoja","","","0","79","56","16","16","0","0","23","40","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Abi","South South","Cross River","Abi","","","0","94","65","26","24","4","0","29","39","4"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","27","19","8","8","0","0","8","11","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","105","77","24","24","0","0","28","53","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Calabar South","South South","Cross River","Calabar South","","","0","18","11","4","4","0","0","7","7","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Ogoja","South South","Cross River","Ogoja","","","0","29","22","8","8","0","0","7","14","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Abi","South South","Cross River","Abi","","","0","48","36","12","8","4","0","12","24","4"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Bekwarra","South South","Cross River","Bekwarra","","","0","49","39","15","16","0","0","10","25","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Calabar Municipal","South South","Cross River","Calabar Municipal","","","0","47","33","16","12","4","0","14","17","4"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Calabar South","South South","Cross River","Calabar South","","","0","103","74","27","28","0","0","29","47","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Ogoja","South South","Cross River","Ogoja","","","0","76","55","23","24","0","0","21","32","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Abi","South South","Cross River","Abi","","","0","29","19","8","8","0","0","10","11","0"
