"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Dala","North West","Kano","Dala","","","0","319","193","76","70","9","0","126","117","9"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Fagge","North West","Kano","Fagge","","","0","154","91","30","30","0","0","63","61","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Gwale","North West","Kano","Gwale","","","0","140","87","39","30","9","0","53","48","9"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","259","165","55","50","9","0","94","110","9"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Nasarawa","North West","Kano","Nasarawa","","","0","250","145","47","50","0","0","105","98","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Dala","North West","Kano","Dala","","","0","61","37","9","10","0","0","24","28","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Fagge","North West","Kano","Fagge","","","0","192","115","40","40","0","0","77","75","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Gwale","North West","Kano","Gwale","","","0","280","169","77","50","27","0","111","92","27"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","128","82","27","30","0","0","46","55","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Nasarawa","North West","Kano","Nasarawa","","","0","200","120","39","40","0","0","80","81","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Dala","North West","Kano","Dala","","","0","267","169","57","50","9","0","98","112","9"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Fagge","North West","Kano","Fagge","","","0","283","185","68","61","9","0","98","117","9"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Gwale","North West","Kano","Gwale","","","0","214","132","49","51","0","0","82","83","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","243","144","47","50","0","0","99","97","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Nasarawa","North West","Kano","Nasarawa","","","0","139","87","38","30","9","0","52","49","9"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Dala","North West","Kano","Dala","","","0","188","119","47","50","0","0","69","72","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Fagge","North West","Kano","Fagge","","","0","103","62","30","30","0","0","41","32","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Gwale","North West","Kano","Gwale","","","0","85","57","30","30","0","0","28","27","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","164","106","47","50","0","0","58","59","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Nasarawa","North West","Kano","Nasarawa","","","0","156","90","40","40","0","0","66","50","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Dala","North West","Kano","Dala","","","0","36","21","9","10","0","0","15","12","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Fagge","North West","Kano","Fagge","","","0","118","70","40","40","0","0","48","30","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Gwale","North West","Kano","Gwale","","","0","182","116","50","50","0","0","66","66","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","81","48","27","30","0","0","33","21","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Nasarawa","North West","Kano","Nasarawa","","","0","135","82","39","40","0","0","53","43","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Dala","North West","Kano","Dala","","","0","174","108","48","50","0","0","66","60","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Fagge","North West","Kano","Fagge","","","0","171","107","50","50","0","0","64","57","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Gwale","North West","Kano","Gwale","","","0","138","83","30","30","0","0","55","53","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","146","95","47","40","9","0","51","48","9"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Nasarawa","North West","Kano","Nasarawa","","","0","88","53","30","30","0","0","35","23","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Dala","North West","Kano","Dala","","","0","128","76","38","30","9","0","52","38","9"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Fagge","North West","Kano","Fagge","","","0","64","40","20","10","10","0","24","22","10"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Gwale","North West","Kano","Gwale","","","0","53","36","10","10","0","0","17","26","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","113","68","20","10","10","0","45","48","10"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Nasarawa","North West","Kano","Nasarawa","","","0","103","64","20","10","10","0","39","44","10"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Dala","North West","Kano","Dala","","","0","25","16","0","0","0","0","9","16","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Fagge","North West","Kano","Fagge","","","0","82","52","10","0","10","0","30","42","10"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Gwale","North West","Kano","Gwale","","","0","114","69","30","30","0","0","45","39","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","50","32","0","0","0","0","18","32","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Nasarawa","North West","Kano","Nasarawa","","","0","85","48","19","0","19","0","37","29","19"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Dala","North West","Kano","Dala","","","0","106","68","48","20","28","0","38","22","28"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Fagge","North West","Kano","Fagge","","","0","107","60","40","30","10","0","47","26","10"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Gwale","North West","Kano","Gwale","","","0","89","57","30","10","20","0","32","27","20"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Kano Municipal","North West","Kano","Kano Municipal","","","0","95","57","20","10","10","0","38","37","10"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Nasarawa","North West","Kano","Nasarawa","","","0","57","36","20","20","0","0","21","18","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Dala","North West","Kano","Dala","","","0","82","44","9","0","9","0","38","36","9"
