"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Awka North","South East","Anambra","Awka North","","","0","189","131","46","43","4","0","58","85","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Awka South","South East","Anambra","Awka South","","","0","254","170","57","49","11","0","84","113","11"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Nnewi North","South East","Anambra","Nnewi North","","","0","300","207","66","62","8","0","93","141","8"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Onitsha North","South East","Anambra","Onitsha North","","","0","52","38","13","9","4","0","14","25","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Onitsha South","South East","Anambra","Onitsha South","","","0","152","99","33","31","4","0","53","66","4"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Awka South","South East","Anambra","Awka South","","","0","74","54","17","13","4","0","20","37","4"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Onitsha North","South East","Anambra","Onitsha North","","","0","346","239","84","76","12","0","107","155","12"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Onitsha South","South East","Anambra","Onitsha South","","","0","253","178","50","52","0","0","75","128","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Awka North","South East","Anambra","Awka North","","","0","304","205","66","57","12","0","99","139","12"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Awka South","South East","Anambra","Awka South","","","0","132","86","29","27","4","0","46","57","4"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Nnewi North","South East","Anambra","Nnewi North","","","0","208","145","50","44","8","0","63","95","8"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Onitsha North","South East","Anambra","Onitsha North","","","0","110","77","24","22","4","0","33","53","4"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Onitsha South","South East","Anambra","Onitsha South","","","0","88","61","26","22","4","0","27","35","4"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Awka North","South East","Anambra","Awka North","","","0","120","83","28","27","3","0","37","55","3"
