session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,all,NABTEB,1-year,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,90,97,15,14,0,0,0,82,1
2022/2023,Female,all,NABTEB,1-year,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,67,75,10,9,0,0,0,65,1
2022/2023,Female,all,NABTEB,1-year,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,34,37,6,4,1,0,0,31,2
2022/2023,Female,all,NABTEB,1-year,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,33,38,5,4,0,0,0,33,1
2022/2023,Female,all,NABTEB,1-year,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,34,38,5,4,0,0,0,33,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,30,35,1,0,0,0,0,34,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,44,50,2,1,0,0,0,48,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,32,39,2,1,0,0,0,37,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,54,62,2,1,0,0,0,60,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,44,51,1,0,0,0,0,50,1
2022/2023,Female,all,NABTEB,1-year,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,6,7,2,1,0,0,0,5,1
2022/2023,Female,all,NABTEB,1-year,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,24,29,6,5,0,0,0,23,1
2022/2023,Female,all,NABTEB,1-year,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,47,52,13,12,0,0,0,39,1
2022/2023,Female,all,NABTEB,1-year,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,26,28,6,5,0,0,0,22,1
2022/2023,Female,all,NABTEB,1-year,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,56,63,16,15,0,0,0,47,1
2022/2023,Female,all,NABTEB,2-year,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,55,66,9,8,0,0,0,57,1
2022/2023,Female,all,NABTEB,2-year,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,43,50,7,6,0,0,0,43,1
2022/2023,Female,all,NABTEB,2-year,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,22,25,4,3,0,0,0,21,1
2022/2023,Female,all,NABTEB,2-year,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,21,24,4,3,0,0,0,20,1
2022/2023,Female,all,NABTEB,2-year,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,21,23,4,3,0,0,0,19,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,20,22,1,0,0,0,0,21,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,29,32,1,0,0,0,0,31,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,22,26,1,0,0,0,0,25,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,32,38,1,0,0,0,0,37,1
2022/2023,Female,all,NABTEB,2-year,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,26,29,1,0,0,0,0,28,1
2022/2023,Female,all,NABTEB,2-year,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,4,4,2,1,0,0,0,2,1
2022/2023,Female,all,NABTEB,2-year,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,15,19,5,4,0,0,0,14,1
2022/2023,Female,all,NABTEB,2-year,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,30,34,9,8,0,0,0,25,1
2022/2023,Female,all,NABTEB,2-year,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,17,17,5,4,0,0,0,12,1
2022/2023,Female,all,NABTEB,2-year,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,35,40,8,7,0,0,0,32,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,33,38,8,7,0,0,0,30,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,30,34,6,5,0,0,0,28,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,14,18,3,2,0,0,0,15,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,14,16,2,1,0,0,0,14,1
2022/2023,Female,all,NABTEB,3-5-year,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,12,15,3,2,0,0,0,12,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,11,13,0,0,0,0,0,13,0
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,17,20,1,0,0,0,0,19,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,13,16,1,0,0,0,0,15,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,25,28,1,0,0,0,0,27,1
2022/2023,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,19,22,1,0,0,0,0,21,1
2022/2023,Female,all,NABTEB,3-5-year,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,2,3,0,0,0,0,0,3,0
2022/2023,Female,all,NABTEB,3-5-year,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,10,12,3,2,0,0,0,9,1
2022/2023,Female,all,NABTEB,3-5-year,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,20,23,5,4,0,0,0,18,1
2022/2023,Female,all,NABTEB,3-5-year,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,11,13,5,4,0,0,0,8,1
2022/2023,Female,all,NABTEB,3-5-year,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,20,24,8,7,0,0,0,16,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,20,25,2,0,1,0,0,23,2
2022/2023,Female,all,NABTEB,5+-year,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,12,15,2,0,1,0,0,13,2
2022/2023,Female,all,NABTEB,5+-year,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,8,10,0,0,0,0,0,10,0
2022/2023,Female,all,NABTEB,5+-year,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,0,8,12,1,0,0,0,0,11,1
2022/2023,Female,all,NABTEB,5+-year,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,0,8,11,1,0,0,0,0,10,1
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,0,7,9,0,0,0,0,0,9,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,0,10,12,0,0,0,0,0,12,0
2022/2023,Female,all,NABTEB,5+-year,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,0,7,9,0,0,0,0,0,9,0
