session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0,22,21,2,1,0,0,1,19,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Digil,North East,Adamawa,Mubi North,Digil,,0,135,159,9,8,0,0,0,150,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Bare,North East,Adamawa,Numan,Bare,,0,91,105,7,4,1,0,0,98,3
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Bolki,North East,Adamawa,Numan,Bolki,,0,52,63,5,4,0,0,0,58,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,0,71,78,5,4,0,0,0,73,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,0,74,84,5,4,0,0,0,79,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,0,68,78,3,2,0,0,0,75,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,0,46,52,3,2,0,0,0,49,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,0,22,26,2,1,0,0,0,24,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Bako,North East,Adamawa,Yola South,Bako,,0,86,100,5,4,0,0,0,95,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Bole Yolde Pate,North East,Adamawa,Yola South,Bole Yolde Pate,,0,29,31,2,1,0,0,0,29,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0,44,53,1,0,0,0,0,52,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,ward,Betso,North East,Adamawa,Mubi North,Betso,,0,17,21,1,0,0,0,0,20,1
2022/2023,Female,all,NABTEB,1-year,Polytechnic,ward,Bolki,North East,Adamawa,Numan,Bolki,,0,44,53,1,0,0,0,0,52,1
