session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Eziama,South East,Abia,Aba North,Eziama,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Aba River,South East,Abia,Aba South,Aba River,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Asa,South East,Abia,Aba South,Asa,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,0,0,0,3,2,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,0,0,0,1,0,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,0,0,0,2,1,0,0,0,0,1
2022/2023,Female,all,NABTEB,1-year,College of Education,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,0,0,0,2,1,0,0,0,0,1
