"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Asso","North West","Kaduna","Jema'a","Asso","","0","108","80","34","38","0","0","28","46","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Atuku","North West","Kaduna","Jema'a","Atuku","","0","50","38","9","9","0","0","12","29","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Bedde","North West","Kaduna","Jema'a","Bedde","","0","70","46","17","19","0","0","24","29","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Badarawa","North West","Kaduna","Kaduna North","Badarawa","","0","144","100","35","37","0","0","44","65","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gabasawa","North West","Kaduna","Kaduna North","Gabasawa","","0","67","46","18","18","0","0","21","28","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gaji","North West","Kaduna","Kaduna North","Gaji","","0","67","42","17","18","0","0","25","25","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Badiko","North West","Kaduna","Kaduna South","Badiko","","0","30","17","9","9","0","0","13","8","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Barnawa","North West","Kaduna","Kaduna South","Barnawa","","0","40","29","9","9","0","0","11","20","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Kakuri Gwari","North West","Kaduna","Kaduna South","Kakuri Gwari","","0","40","25","17","10","7","0","15","8","7"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Dan Wata","North West","Kaduna","Soba","Dan Wata","","0","40","25","9","9","0","0","15","16","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gamagira","North West","Kaduna","Soba","Gamagira","","0","107","80","34","38","0","0","27","46","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Dambo","North West","Kaduna","Zaria","Dambo","","0","128","88","34","28","8","0","40","54","8"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Dutsen Abba","North West","Kaduna","Zaria","Dutsen Abba","","0","74","54","26","19","8","0","20","28","8"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gyallesu","North West","Kaduna","Zaria","Gyallesu","","0","121","83","27","28","0","0","38","56","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Asso","North West","Kaduna","Jema'a","Asso","","0","60","46","17","19","0","0","14","29","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Atuku","North West","Kaduna","Jema'a","Atuku","","0","50","29","9","9","0","0","21","20","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Gaji","North West","Kaduna","Kaduna North","Gaji","","0","47","34","8","9","0","0","13","26","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Badiko","North West","Kaduna","Kaduna South","Badiko","","0","37","29","9","9","0","0","8","20","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Barnawa","North West","Kaduna","Kaduna South","Barnawa","","0","54","38","17","9","8","0","16","21","8"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Kakuri Gwari","North West","Kaduna","Kaduna South","Kakuri Gwari","","0","47","34","17","10","7","0","13","17","7"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Garun Gwanki","North West","Kaduna","Soba","Garun Gwanki","","0","60","38","17","9","8","0","22","21","8"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Dambo","North West","Kaduna","Zaria","Dambo","","0","40","25","9","9","0","0","15","16","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Gyallesu","North West","Kaduna","Zaria","Gyallesu","","0","54","38","17","10","7","0","16","21","7"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Asso","North West","Kaduna","Jema'a","Asso","","0","34","25","9","9","0","0","9","16","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Atuku","North West","Kaduna","Jema'a","Atuku","","0","117","84","18","18","0","0","33","66","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Bedde","North West","Kaduna","Jema'a","Bedde","","0","161","109","35","37","0","0","52","74","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Badarawa","North West","Kaduna","Kaduna North","Badarawa","","0","34","21","9","9","0","0","13","12","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Gabasawa","North West","Kaduna","Kaduna North","Gabasawa","","0","137","97","43","38","7","0","40","54","7"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Gaji","North West","Kaduna","Kaduna North","Gaji","","0","44","34","17","19","0","0","10","17","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Badiko","North West","Kaduna","Kaduna South","Badiko","","0","97","68","26","18","8","0","29","42","8"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Barnawa","North West","Kaduna","Kaduna South","Barnawa","","0","81","50","18","18","0","0","31","32","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Kakuri Gwari","North West","Kaduna","Kaduna South","Kakuri Gwari","","0","88","59","26","29","0","0","29","33","0"
