session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Asso,North West,Kaduna,Jema'A,Asso,,102,0,4,11,8,25.5,9.2727,12.75,15.88,10.56,0.75,1.41,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Atuku,North West,Kaduna,Jema'A,Atuku,,153,0,8,16,11,19.125,9.5625,13.9091,15.64,15.36,1.44,2.59,4.72,3.14,3.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bedde,North West,Kaduna,Jema'A,Bedde,,115,0,4,12,9,28.75,9.5833,12.7778,15.87,11.52,0.75,1.41,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,137,0,4,14,10,34.25,9.7857,13.7,15.68,13.44,0.73,1.31,2.36,1.57,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,154,0,8,16,11,19.25,9.625,14.0,15.63,15.36,1.44,2.57,4.71,3.13,3.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,56,0,4,7,5,14.0,8.0,11.2,16.27,6.72,0.8,1.61,2.41,1.61,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,117,0,4,13,9,29.25,9.0,13.0,15.83,12.48,0.74,1.38,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,104,0,4,11,8,26.0,9.4545,13.0,15.83,10.56,0.74,1.38,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,107,0,4,11,8,26.75,9.7273,13.375,15.75,10.56,0.73,1.35,2.37,1.58,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,79,0,4,9,7,19.75,8.7778,11.2857,16.25,8.64,0.79,1.59,2.41,1.61,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,114,0,4,12,9,28.5,9.5,12.6667,15.9,11.52,0.75,1.42,2.38,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,145,0,4,15,11,36.25,9.6667,13.1818,15.79,14.4,0.74,1.37,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dambo,North West,Kaduna,Zaria,Dambo,,156,0,8,16,11,19.5,9.75,14.1818,15.59,15.36,1.43,2.54,4.71,3.13,3.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,145,0,4,15,11,36.25,9.6667,13.1818,15.79,14.4,0.74,1.37,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,158,0,8,16,11,19.75,9.875,14.3636,15.56,15.36,1.42,2.51,4.7,3.13,3.09
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Asso,North West,Kaduna,Jema'A,Asso,,79,0,4,9,7,19.75,8.7778,11.2857,16.25,8.64,0.79,1.59,2.41,1.61,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Atuku,North West,Kaduna,Jema'A,Atuku,,119,0,8,14,10,14.875,8.5,11.9,16.08,13.44,1.55,3.03,4.79,3.2,3.14
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bedde,North West,Kaduna,Jema'A,Bedde,,89,0,4,9,7,22.25,9.8889,12.7143,15.89,8.64,0.75,1.42,2.38,1.59,1.56
