session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,146,0,8,14,9,18.25,10.4286,16.2222,14.76,12.91,1.34,2.22,4.51,2.98,2.96
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,75,0,4,9,6,18.75,8.3333,12.5,15.94,8.64,0.76,1.44,2.38,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,71,0,4,9,6,17.75,7.8889,11.8333,16.1,8.64,0.78,1.52,2.4,1.6,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,70,0,4,9,6,17.5,7.7778,11.6667,16.14,8.64,0.78,1.54,2.4,1.6,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,101,0,4,11,7,25.25,9.1818,14.4286,15.55,10.56,0.71,1.25,2.35,1.56,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Koro,North Central,Kwara,Ekiti,Koro,,132,0,4,13,8,33.0,10.1538,16.5,15.24,12.48,0.67,1.09,2.32,1.54,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,110,0,4,11,7,27.5,10.0,15.7143,15.35,10.56,0.69,1.15,2.33,1.55,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Apado,North Central,Kwara,Ilorin East,Apado,,104,0,4,12,7,26.0,8.6667,14.8571,15.48,11.52,0.7,1.21,2.34,1.56,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Balogun Gambari II,North Central,Kwara,Ilorin East,Balogun Gambari II,,69,0,4,9,6,17.25,7.6667,11.5,16.19,8.64,0.79,1.57,2.41,1.61,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,90,0,4,10,7,22.5,9.0,12.8571,15.86,9.6,0.75,1.4,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ajikobi,North Central,Kwara,Ilorin West,Ajikobi,,140,0,8,14,9,17.5,10.0,15.5556,15.32,13.39,1.38,2.31,4.65,3.09,3.07
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Baboko,North Central,Kwara,Ilorin West,Baboko,,114,0,4,12,7,28.5,9.5,16.2857,15.27,11.52,0.68,1.11,2.32,1.54,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Balogun,North Central,Kwara,Offa,Balogun,,90,0,4,10,7,22.5,9.0,12.8571,15.86,9.6,0.75,1.4,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,88,0,4,10,7,22.0,8.8,12.5714,15.92,9.6,0.76,1.43,2.38,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Essa-B,North Central,Kwara,Offa,Essa-B,,87,0,4,9,6,21.75,9.6667,14.5,15.54,8.64,0.71,1.24,2.35,1.56,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,113,0,8,12,7,14.125,9.4167,16.1429,15.29,11.52,1.36,2.23,4.65,3.09,3.07
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,57,0,4,7,5,14.25,8.1429,11.4,16.21,6.72,0.79,1.58,2.41,1.61,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,55,0,4,7,5,13.75,7.8571,11.0,16.33,6.72,0.8,1.64,2.42,1.62,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,53,0,4,7,5,13.25,7.5714,10.6,16.45,6.72,0.82,1.7,2.43,1.62,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,79,0,4,9,6,19.75,8.7778,13.1667,15.79,8.64,0.74,1.37,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Koro,North Central,Kwara,Ekiti,Koro,,103,0,4,11,7,25.75,9.3636,14.7143,15.5,10.56,0.71,1.22,2.34,1.56,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,86,0,4,9,6,21.5,9.5556,14.3333,15.57,8.64,0.71,1.26,2.35,1.56,1.55
