session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2024/2025,South East,Enugu,Udi,Awhum/Ukana,ST JOSEPH NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Amokwe,MADONNA NURSERY AND PRIYMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
2024/2025,South East,Enugu,Udi,Amokwe,MIRAPHONS ACADEMY,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
2024/2025,South East,Enugu,Udi,Abia,DE ROCK FOUNDATION INTERNATIONAL SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Abia,DIVINE INTERNATIONAL SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Akpa Kwume/Nze,CHRIST BUSY ACADEMY NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Akpa Kwume/Nze,JESUS ACADEMY NURSERY AND PRIMARY SCHOOL AKPAKUME NZE,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Ebe,LUVIN NURSERY AND PRIMARY SCHOOL UDI,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Ebe,THE EMBODIMENTS OF LOVE ACADEMY,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,"AVANGEL PRIMARY SCHOOL, EKE",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,"CENTRAL SCHOOL, AMANKWO EKE",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,"COMMUNITY PRIMARY SCHOOL, OMA EKE",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,"EVANGEL DE GREAT PRIMARY SCHOOL, ORIEAGU UDI STATION",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,"OKWANDA PRIMARY SCHOOL, OGUI EKE",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Eke,STAR OF THE MOUNTAIN SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"CENTRAL SCHOOL, NACHI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"COMMUNITY PRIMARY SCH, ENUGU AMEKE NACHI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"COMMUNITY PRIMARY SCHOOL, NACHI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"COMMUNITY PRIMARY SCHOOL, UMUBO NACHI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"EXCELLENT KIDS PRIMARY SCHOOL, AMOZU AMANKWO",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Nachi,"UNION PRIMARY SCHOOL, NACHI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Obinagu,GODS FAVOUR NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Obinagu,LIVING STONE ACADEMY,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Obioma,DIVINE LEGACY HILLSON MONTESSORI OBIOMA,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Obioma,GODS WILL LOVE NURSERY AND PRIMARY SCHOOL UDI,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Obioma,ROCK WISDOM NURSERY AND PRIMARY SCHOOL IHE NZE,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Okpatu,HOLY FAMILY NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
2024/2025,South East,Enugu,Udi,Udi/Agbudu,CONFIDENCE NURSERY AND PRIMARY SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Udi/Agbudu,JORDAN STAR INTERNATIONAL SCHOOL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,0,1.5913,1,36.41,0,0,0.6284,1,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"CENTRAL SCHOOL II, AKPAKWUME",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"CENTRAL SCHOOL, UMUABI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"COMMUNITY PRIMARY SCHOOL, ABOUGLU UMUABI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"COMMUNITY PRIMARY SCHOOL, ABOZOR UMUABI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"COMMUNITY PRIMARY SCHOOL, ENUGU UMUABI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuabi,"PREMIER PRIMARY SCHOOL, UMUABI UDI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,0,0,1.5913,1,36.41,0,0,0,0,0.8354,0,0.6629,0,0,0
2024/2025,South East,Enugu,Udi,Umuaga,ABLE GRACE PRIMARY ACADEMY,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,ALPHA GROUP OF SCHOOLS INTERNATIONAL,Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
2024/2025,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"FEAR OF GOD NURSERY AND PRIMARY SCHOOL, OWELLI",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,1,1,1.5913,1,36.41,0,1,0.6284,1,0.8354,0.3042,0.6629,0.364,0.0159,0.3125
