"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bingi South","North West","Zamfara","Bungudu","Bingi South","","51","50","36","13","14","0","1","14","22","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bungudu","North West","Zamfara","Bungudu","Bungudu","","287","282","208","81","72","10","5","74","127","10"
"2019/2020","Female","all","NABTEB","College of Education","ward","Galadima","North West","Zamfara","Gusau","Galadima","","110","108","80","34","29","5","2","28","47","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Mada","North West","Zamfara","Gusau","Mada","","240","236","163","61","51","10","4","73","102","10"
"2019/2020","Female","all","NABTEB","College of Education","ward","Madawaki","North West","Zamfara","Gusau","Madawaki","","186","183","128","41","43","0","3","55","87","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Banga","North West","Zamfara","Kaura Namoda","Banga","","128","126","90","34","29","5","2","36","57","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dan-Isa","North West","Zamfara","Kaura Namoda","Dan-Isa","","112","110","76","34","36","0","2","34","41","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gabake","North West","Zamfara","Kaura Namoda","Gabake","","280","275","203","95","87","9","5","72","108","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bindin","North West","Zamfara","Maru","Bindin","","67","66","43","14","15","0","1","23","29","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bingin","North West","Zamfara","Maru","Bingin","","53","52","35","13","14","0","1","17","22","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dan Gulbi","North West","Zamfara","Maru","Dan Gulbi","","220","217","160","62","52","10","3","57","99","10"
"2019/2020","Female","all","NABTEB","College of Education","ward","Garbadu","North West","Zamfara","Talata Mafara","Garbadu","","226","223","149","48","43","6","3","74","101","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gwaram","North West","Zamfara","Talata Mafara","Gwaram","","110","108","70","21","22","0","2","38","50","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Jangebe","North West","Zamfara","Talata Mafara","Jangebe","","136","134","100","34","29","5","2","34","67","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bingi North","North West","Zamfara","Bungudu","Bingi North","","408","401","290","123","109","15","7","111","167","15"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bingi South","North West","Zamfara","Bungudu","Bingi South","","239","235","169","88","87","4","4","66","81","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bungudu","North West","Zamfara","Bungudu","Bungudu","","106","104","70","21","22","0","2","34","49","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Galadima","North West","Zamfara","Gusau","Galadima","","112","110","80","33","28","5","2","30","46","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Banga","North West","Zamfara","Kaura Namoda","Banga","","225","222","155","62","65","0","3","67","93","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dan-Isa","North West","Zamfara","Kaura Namoda","Dan-Isa","","78","77","53","14","15","0","1","24","39","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bingin","North West","Zamfara","Maru","Bingin","","130","128","99","40","36","4","2","29","59","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dan Gulbi","North West","Zamfara","Maru","Dan Gulbi","","125","123","83","28","22","6","2","40","55","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Garbadu","North West","Zamfara","Talata Mafara","Garbadu","","62","61","43","21","22","0","1","18","23","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gwaram","North West","Zamfara","Talata Mafara","Gwaram","","45","44","30","14","15","0","1","14","16","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Jangebe","North West","Zamfara","Talata Mafara","Jangebe","","115","113","80","28","22","6","2","33","53","6"
"2019/2020","Female","all","NABTEB","University","ward","Galadima","North West","Zamfara","Gusau","Galadima","","156","154","107","35","30","6","2","47","72","6"
"2019/2020","Female","all","NABTEB","University","ward","Mada","North West","Zamfara","Gusau","Mada","","152","150","104","34","36","0","2","46","70","0"
"2019/2020","Female","all","NABTEB","University","ward","Madawaki","North West","Zamfara","Gusau","Madawaki","","70","69","49","28","22","6","1","20","22","6"
"2019/2020","Female","all","NABTEB","University","ward","Dan-Isa","North West","Zamfara","Kaura Namoda","Dan-Isa","","56","55","39","20","21","0","1","16","18","0"
"2019/2020","Female","all","NABTEB","University","ward","Gabake","North West","Zamfara","Kaura Namoda","Gabake","","56","55","39","14","14","0","1","16","25","0"
"2019/2020","Female","all","NABTEB","University","ward","Bindin","North West","Zamfara","Maru","Bindin","","244","240","178","76","65","12","4","62","102","12"
"2019/2020","Female","all","NABTEB","University","ward","Bingin","North West","Zamfara","Maru","Bingin","","173","170","120","42","37","6","3","50","79","6"
"2019/2020","Female","all","NABTEB","University","ward","Dan Gulbi","North West","Zamfara","Maru","Dan Gulbi","","107","105","70","28","22","6","2","35","43","6"
"2019/2020","Female","all","NABTEB","University","ward","Garbadu","North West","Zamfara","Talata Mafara","Garbadu","","70","69","49","14","15","0","1","20","35","0"
"2019/2020","Female","all","NABTEB","University","ward","Gwaram","North West","Zamfara","Talata Mafara","Gwaram","","205","202","142","61","50","11","3","60","81","11"
"2019/2020","Female","all","NABTEB","University","ward","Jangebe","North West","Zamfara","Talata Mafara","Jangebe","","130","128","96","34","36","0","2","32","61","0"
"2019/2020","Female","all","NECO","College of Education","ward","Bingi South","North West","Zamfara","Bungudu","Bingi South","","111","109","76","33","30","3","2","33","42","3"
"2019/2020","Female","all","NECO","College of Education","ward","Bungudu","North West","Zamfara","Bungudu","Bungudu","","572","564","412","140","122","18","8","152","272","18"
"2019/2020","Female","all","NECO","College of Education","ward","Galadima","North West","Zamfara","Gusau","Galadima","","184","181","132","56","55","1","3","49","77","1"
"2019/2020","Female","all","NECO","College of Education","ward","Mada","North West","Zamfara","Gusau","Mada","","467","460","324","107","104","3","7","136","217","3"
"2019/2020","Female","all","NECO","College of Education","ward","Madawaki","North West","Zamfara","Gusau","Madawaki","","321","316","224","83","73","10","5","92","141","10"
"2019/2020","Female","all","NECO","College of Education","ward","Banga","North West","Zamfara","Kaura Namoda","Banga","","224","221","147","45","43","2","3","74","103","2"
"2019/2020","Female","all","NECO","College of Education","ward","Dan-Isa","North West","Zamfara","Kaura Namoda","Dan-Isa","","206","203","144","55","49","7","3","59","88","7"
"2019/2020","Female","all","NECO","College of Education","ward","Gabake","North West","Zamfara","Kaura Namoda","Gabake","","563","555","409","163","147","16","8","146","246","16"
"2019/2020","Female","all","NECO","College of Education","ward","Bindin","North West","Zamfara","Maru","Bindin","","111","109","76","27","25","3","2","33","48","3"
"2019/2020","Female","all","NECO","College of Education","ward","Bingin","North West","Zamfara","Maru","Bingin","","111","109","79","27","25","3","2","30","51","3"
"2019/2020","Female","all","NECO","College of Education","ward","Dan Gulbi","North West","Zamfara","Maru","Dan Gulbi","","426","419","298","111","103","8","7","121","187","8"
"2019/2020","Female","all","NECO","College of Education","ward","Garbadu","North West","Zamfara","Talata Mafara","Garbadu","","405","399","288","95","85","10","6","111","193","10"
