"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Adakawa","North West","Kano","Dala","Adakawa","","236","232","141","48","39","9","4","91","92","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bakin Ruwa","North West","Kano","Dala","Bakin Ruwa","","396","390","231","106","89","18","6","159","125","18"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dala","North West","Kano","Dala","Dala","","93","92","56","19","20","0","1","36","38","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Fagge A","North West","Kano","Fagge","Fagge A","","140","138","81","29","20","9","2","57","53","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Fagge B","North West","Kano","Fagge","Fagge B","","71","70","48","29","30","0","1","22","20","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Fagge C","North West","Kano","Fagge","Fagge C","","144","142","77","20","20","0","2","65","58","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dandago","North West","Kano","Gwale","Dandago","","151","149","97","39","30","9","2","52","59","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dorayi","North West","Kano","Gwale","Dorayi","","165","163","101","38","40","0","2","62","63","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Chedi","North West","Kano","Kano Municipal","Chedi","","205","202","121","38","40","0","3","81","83","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dan'agundi","North West","Kano","Kano Municipal","Dan'agundi","","245","241","150","48","40","9","4","91","102","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gandun Albasa","North West","Kano","Kano Municipal","Gandun Albasa","","150","148","93","38","30","9","2","55","54","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dakata","North West","Kano","Nasarawa","Dakata","","100","99","56","19","20","0","1","43","38","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gama","North West","Kano","Nasarawa","Gama","","312","308","178","57","59","0","4","130","121","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gawuna","North West","Kano","Nasarawa","Gawuna","","154","152","89","29","20","9","2","63","61","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dala","North West","Kano","Dala","Dala","","137","135","81","19","20","0","2","54","63","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Fagge A","North West","Kano","Fagge","Fagge A","","63","62","40","18","19","0","1","22","21","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Fagge B","North West","Kano","Fagge","Fagge B","","235","231","134","38","40","0","4","97","97","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Fagge C","North West","Kano","Fagge","Fagge C","","137","135","81","29","20","9","2","54","53","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dandago","North West","Kano","Gwale","Dandago","","122","120","69","19","20","0","2","51","51","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Diso","North West","Kano","Gwale","Diso","","259","255","158","58","50","9","4","97","100","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dorayi","North West","Kano","Gwale","Dorayi","","256","252","159","78","60","18","4","93","82","18"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Chedi","North West","Kano","Kano Municipal","Chedi","","112","110","64","19","20","0","2","46","46","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dan'agundi","North West","Kano","Kano Municipal","Dan'agundi","","182","179","113","37","39","0","3","66","76","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dakata","North West","Kano","Nasarawa","Dakata","","237","234","138","48","40","9","3","96","91","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gawuna","North West","Kano","Nasarawa","Gawuna","","244","241","142","48","40","9","3","99","94","9"
"2019/2020","Female","all","NABTEB","University","ward","Adakawa","North West","Kano","Dala","Adakawa","","301","297","178","67","50","18","4","119","111","18"
"2019/2020","Female","all","NABTEB","University","ward","Bakin Ruwa","North West","Kano","Dala","Bakin Ruwa","","74","73","48","28","29","0","1","25","19","0"
