"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Barakin Ladi","North Central","Plateau","Barkin Ladi","Barakin Ladi","","91","90","68","23","19","4","1","22","45","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gassa/Sho","North Central","Plateau","Barkin Ladi","Gassa/Sho","","59","58","43","18","14","4","1","15","26","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Abba Na Shehu","North Central","Plateau","Jos North","Abba Na Shehu","","91","90","68","23","19","4","1","22","45","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ali Kazaure","North Central","Plateau","Jos North","Ali Kazaure","","86","85","59","23","19","4","1","26","36","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gangare","North Central","Plateau","Jos North","Gangare","","110","108","78","28","23","5","2","30","50","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bukuru","North Central","Plateau","Jos South","Bukuru","","139","137","106","37","33","4","2","31","69","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ampang west","North Central","Plateau","Mangu","Ampang west","","115","113","78","23","23","0","2","35","55","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Chanso","North Central","Plateau","Mangu","Chanso","","46","45","33","14","14","0","1","12","20","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gindiri  I","North Central","Plateau","Mangu","Gindiri  I","","131","129","89","28","23","5","2","40","62","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Chip","North Central","Plateau","Pankshin","Chip","","238","235","179","68","56","13","3","56","111","13"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dok-Pai","North Central","Plateau","Pankshin","Dok-Pai","","270","266","199","73","66","8","4","67","126","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Fier","North Central","Plateau","Pankshin","Fier","","183","180","133","50","42","8","3","47","84","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gassa/Sho","North Central","Plateau","Barkin Ladi","Gassa/Sho","","116","114","83","28","23","5","2","31","56","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gindin Akwati","North Central","Plateau","Barkin Ladi","Gindin Akwati","","179","176","137","46","42","4","3","39","91","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Abba Na Shehu","North Central","Plateau","Jos North","Abba Na Shehu","","135","133","102","41","33","8","2","31","62","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ali Kazaure","North Central","Plateau","Jos North","Ali Kazaure","","213","210","155","51","42","9","3","55","104","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gangare","North Central","Plateau","Jos North","Gangare","","41","40","30","14","14","0","1","10","17","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bukuru","North Central","Plateau","Jos South","Bukuru","","117","115","84","32","28","4","2","31","52","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Du","North Central","Plateau","Jos South","Du","","338","334","249","87","75","13","4","85","162","13"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Giring","North Central","Plateau","Jos South","Giring","","290","285","196","64","57","8","5","89","132","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Chanso","North Central","Plateau","Mangu","Chanso","","55","54","37","14","14","0","1","17","23","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Chip","North Central","Plateau","Pankshin","Chip","","44","43","30","14","14","0","1","13","17","0"
"2019/2020","Female","all","NABTEB","University","ward","Barakin Ladi","North Central","Plateau","Barkin Ladi","Barakin Ladi","","269","264","190","65","56","9","5","74","125","9"
"2019/2020","Female","all","NABTEB","University","ward","Gassa/Sho","North Central","Plateau","Barkin Ladi","Gassa/Sho","","220","216","158","50","42","8","4","58","108","8"
"2019/2020","Female","all","NABTEB","University","ward","Gindin Akwati","North Central","Plateau","Barkin Ladi","Gindin Akwati","","178","175","124","41","33","8","3","51","84","8"
"2019/2020","Female","all","NABTEB","University","ward","Abba Na Shehu","North Central","Plateau","Jos North","Abba Na Shehu","","75","74","57","22","18","4","1","17","35","4"
"2019/2020","Female","all","NABTEB","University","ward","Ali Kazaure","North Central","Plateau","Jos North","Ali Kazaure","","81","80","61","23","19","4","1","19","39","4"
"2019/2020","Female","all","NABTEB","University","ward","Gangare","North Central","Plateau","Jos North","Gangare","","119","117","81","28","28","0","2","36","53","0"
"2019/2020","Female","all","NABTEB","University","ward","Bukuru","North Central","Plateau","Jos South","Bukuru","","78","77","61","23","19","4","1","16","38","4"
"2019/2020","Female","all","NABTEB","University","ward","Giring","North Central","Plateau","Jos South","Giring","","98","97","71","23","19","4","1","26","48","4"
"2019/2020","Female","all","NABTEB","University","ward","Ampang west","North Central","Plateau","Mangu","Ampang west","","180","177","127","46","42","4","3","50","82","4"
"2019/2020","Female","all","NABTEB","University","ward","Chanso","North Central","Plateau","Mangu","Chanso","","135","133","98","37","33","4","2","35","62","4"
"2019/2020","Female","all","NABTEB","University","ward","Gindiri  I","North Central","Plateau","Mangu","Gindiri  I","","303","299","222","79","65","14","4","77","143","14"
"2019/2020","Female","all","NABTEB","University","ward","Dok-Pai","North Central","Plateau","Pankshin","Dok-Pai","","109","107","74","28","23","5","2","33","47","5"
"2019/2020","Female","all","NABTEB","University","ward","Fier","North Central","Plateau","Pankshin","Fier","","160","158","124","51","42","9","2","34","73","9"
