"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Brass I","South South","Bayelsa","Brass","Brass I","","123","121","84","22","18","4","2","37","62","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Brass ward II","South South","Bayelsa","Brass","Brass ward II","","258","254","182","65","59","8","4","72","118","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Cafe Farmosa","South South","Bayelsa","Brass","Cafe Farmosa","","69","68","51","22","18","4","1","17","30","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Igbedi","South South","Bayelsa","Kolokuma/Opokuma","Igbedi","","119","117","84","34","32","3","2","33","51","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Kaiama","South South","Bayelsa","Kolokuma/Opokuma","Kaiama","","109","107","71","18","18","0","2","36","54","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Kaiama/Olobiri","South South","Bayelsa","Kolokuma/Opokuma","Kaiama/Olobiri","","175","173","131","52","46","6","2","42","80","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bassambiri I","South South","Bayelsa","Nembe","Bassambiri I","","137","135","97","38","36","3","2","38","58","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bassambiri II","South South","Bayelsa","Nembe","Bassambiri II","","189","186","134","56","49","8","3","52","77","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bassambiri III","South South","Bayelsa","Nembe","Bassambiri III","","81","80","56","21","18","4","1","24","34","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Anyama","South South","Bayelsa","Ogbia","Anyama","","67","66","45","17","18","0","1","21","29","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Emeyal","South South","Bayelsa","Ogbia","Emeyal","","88","87","61","22","18","4","1","26","40","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Attissa I","South South","Bayelsa","Yenagoa","Attissa I","","223","220","159","57","50","8","3","61","102","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Attissa II","South South","Bayelsa","Yenagoa","Attissa II","","157","155","106","34","28","6","2","49","72","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Attissa III","South South","Bayelsa","Yenagoa","Attissa III","","129","127","87","26","23","4","2","40","61","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Brass I","South South","Bayelsa","Brass","Brass I","","55","54","38","13","9","4","1","16","26","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Cafe Farmosa","South South","Bayelsa","Brass","Cafe Farmosa","","170","168","123","48","41","7","2","45","76","7"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Igbedi","South South","Bayelsa","Kolokuma/Opokuma","Igbedi","","115","113","81","34","28","6","2","32","48","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Kaiama","South South","Bayelsa","Kolokuma/Opokuma","Kaiama","","146","144","103","34","28","6","2","41","69","6"
