session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,115,72,21,24,0,0,43,51,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Donga,North East,Taraba,Donga,,,0,174,113,37,33,7,0,61,76,7
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,0,160,97,35,40,0,0,63,62,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Sardauna,North East,Taraba,Sardauna,,,0,245,160,74,56,21,0,85,86,21
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Wukari,North East,Taraba,Wukari,,,0,185,118,54,49,7,0,67,64,7
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,198,130,67,48,21,0,68,63,21
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Donga,North East,Taraba,Donga,,,0,265,170,67,73,0,0,95,103,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,0,48,32,15,8,7,0,16,17,7
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Sardauna,North East,Taraba,Sardauna,,,0,126,81,29,33,0,0,45,52,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,0,172,113,44,40,7,0,59,69,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,84,55,22,24,0,0,29,33,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Jalingo,North East,Taraba,Jalingo,,,0,243,150,58,57,7,0,93,92,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Sardauna,North East,Taraba,Sardauna,,,0,48,34,14,16,0,0,14,20,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Wukari,North East,Taraba,Wukari,,,0,50,32,14,16,0,0,18,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,73,44,21,24,0,0,29,23,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Donga,North East,Taraba,Donga,,,0,107,72,30,33,0,0,35,42,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,0,110,67,35,40,0,0,43,32,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Sardauna,North East,Taraba,Sardauna,,,0,138,96,45,48,0,0,42,51,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Wukari,North East,Taraba,Wukari,,,0,114,72,39,40,0,0,42,33,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,125,81,46,48,0,0,44,36,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Donga,North East,Taraba,Donga,,,0,161,105,45,48,0,0,56,60,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,0,31,20,7,8,0,0,11,13,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Sardauna,North East,Taraba,Sardauna,,,0,83,54,22,24,0,0,29,32,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,0,112,71,37,40,0,0,41,34,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,57,35,8,8,0,0,22,27,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Jalingo,North East,Taraba,Jalingo,,,0,160,100,42,48,0,0,60,58,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Sardauna,North East,Taraba,Sardauna,,,0,31,18,14,16,0,0,13,4,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Wukari,North East,Taraba,Wukari,,,0,29,18,7,8,0,0,11,11,0
