session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,129,94,38,38,0,0,35,56,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,257,181,65,53,13,0,76,116,13
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,203,135,44,40,6,0,68,91,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Remo North,South West,Ogun,Remo North,,,0,289,215,77,70,7,0,74,138,7
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Sagamu,South West,Ogun,Sagamu,,,0,189,132,50,44,6,0,57,82,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,278,207,71,51,20,0,71,136,20
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,105,68,21,21,0,0,37,47,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,141,113,46,33,13,0,28,67,13
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Remo North,South West,Ogun,Remo North,,,0,156,116,45,46,0,0,40,71,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Sagamu,South West,Ogun,Sagamu,,,0,90,64,19,20,0,0,26,45,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,137,98,32,26,7,0,39,66,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,69,45,12,13,0,0,24,33,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,122,91,32,33,0,0,31,59,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Remo North,South West,Ogun,Remo North,,,0,102,72,26,13,13,0,30,46,13
2019/2020,Female,all,NABTEB,1-year,University,lga,Sagamu,South West,Ogun,Sagamu,,,0,162,110,45,32,14,0,52,65,14
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,75,57,25,20,6,0,18,32,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,168,116,53,53,1,0,52,63,1
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,120,82,38,33,7,0,38,44,7
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Remo North,South West,Ogun,Remo North,,,0,198,143,58,36,22,0,55,85,22
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Sagamu,South West,Ogun,Sagamu,,,0,117,83,37,31,7,0,34,46,7
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,186,135,43,39,6,0,51,92,6
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,63,49,21,21,0,0,14,28,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,93,68,26,27,0,0,25,42,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Remo North,South West,Ogun,Remo North,,,0,105,72,38,26,13,0,33,34,13
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Sagamu,South West,Ogun,Sagamu,,,0,54,37,12,14,0,0,17,25,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,93,64,26,19,7,0,29,38,7
2019/2020,Female,all,NABTEB,2-year,University,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,45,30,12,13,0,0,15,18,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,78,56,26,27,0,0,22,30,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Remo North,South West,Ogun,Remo North,,,0,63,45,13,13,0,0,18,32,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Sagamu,South West,Ogun,Sagamu,,,0,96,71,30,32,0,0,25,41,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,54,37,18,19,0,0,17,19,0
