session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Bodinga,North West,Sokoto,Bodinga,,,0,144,96,43,36,8,0,48,53,8
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,0,166,112,41,46,0,0,54,71,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,0,72,44,16,18,0,0,28,28,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Tambuwal,North West,Sokoto,Tambuwal,,,0,183,121,52,55,0,0,62,69,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Wamako,North West,Sokoto,Wamako,,,0,254,171,61,63,0,0,83,110,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Bodinga,North West,Sokoto,Bodinga,,,0,80,54,18,18,0,0,26,36,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,0,185,122,52,46,8,0,63,70,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,0,95,61,16,18,0,0,34,45,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Tambuwal,North West,Sokoto,Tambuwal,,,0,86,57,34,28,8,0,29,23,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Wamako,North West,Sokoto,Wamako,,,0,133,87,26,27,0,0,46,61,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Bodinga,North West,Sokoto,Bodinga,,,0,282,183,69,74,0,0,99,114,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,0,136,89,32,36,0,0,47,57,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,0,310,199,82,92,0,0,111,117,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Tambuwal,North West,Sokoto,Tambuwal,,,0,192,121,51,45,8,0,71,70,8
2019/2020,Female,all,NABTEB,1-year,University,lga,Wamako,North West,Sokoto,Wamako,,,0,156,105,43,46,0,0,51,62,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Bodinga,North West,Sokoto,Bodinga,,,0,98,61,35,36,0,0,37,26,0
