"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Edu","North Central","Kwara","Edu","","","535","527","300","94","90","8","8","227","206","8"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ekiti","North Central","Kwara","Ekiti","","","477","469","272","95","87","10","8","197","178","10"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ilorin West","North Central","Kwara","Ilorin West","","","121","119","70","19","15","4","2","49","52","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Offa","North Central","Kwara","Offa","","","311","307","181","72","60","12","4","126","109","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Edu","North Central","Kwara","Edu","","","168","165","92","33","30","4","3","73","60","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ekiti","North Central","Kwara","Ekiti","","","464","457","272","100","90","12","7","185","172","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ilorin East","North Central","Kwara","Ilorin East","","","631","621","369","143","130","16","10","252","226","16"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ilorin West","North Central","Kwara","Ilorin West","","","748","736","432","142","125","20","12","304","291","20"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Offa","North Central","Kwara","Offa","","","143","141","89","38","40","0","2","52","51","0"
"2019/2020","Female","all","NABTEB","University","lga","Edu","North Central","Kwara","Edu","","","362","357","215","86","75","12","5","142","129","12"
"2019/2020","Female","all","NABTEB","University","lga","Ekiti","North Central","Kwara","Ekiti","","","147","145","78","33","30","4","2","67","46","4"
"2019/2020","Female","all","NABTEB","University","lga","Ilorin East","North Central","Kwara","Ilorin East","","","506","498","299","113","99","15","8","199","186","15"
"2019/2020","Female","all","NABTEB","University","lga","Ilorin West","North Central","Kwara","Ilorin West","","","180","177","98","29","25","4","3","79","69","4"
"2019/2020","Female","all","NABTEB","University","lga","Offa","North Central","Kwara","Offa","","","640","630","363","129","115","16","10","267","235","16"
"2019/2020","Female","all","NECO","College of Education","lga","Edu","North Central","Kwara","Edu","","","1028","1013","589","191","166","25","15","424","398","25"
"2019/2020","Female","all","NECO","College of Education","lga","Ekiti","North Central","Kwara","Ekiti","","","879","866","505","181","161","20","13","361","324","20"
"2019/2020","Female","all","NECO","College of Education","lga","Ilorin West","North Central","Kwara","Ilorin West","","","241","237","134","50","43","7","4","103","85","7"
"2019/2020","Female","all","NECO","College of Education","lga","Offa","North Central","Kwara","Offa","","","605","596","370","159","143","18","9","226","210","18"
"2019/2020","Female","all","NECO","Polytechnic","lga","Edu","North Central","Kwara","Edu","","","307","303","164","55","43","12","4","139","109","12"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ekiti","North Central","Kwara","Ekiti","","","863","851","510","200","180","20","12","341","310","20"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ilorin East","North Central","Kwara","Ilorin East","","","1191","1173","686","259","226","33","18","487","427","33"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ilorin West","North Central","Kwara","Ilorin West","","","1391","1371","823","310","276","34","20","548","513","34"
"2019/2020","Female","all","NECO","Polytechnic","lga","Offa","North Central","Kwara","Offa","","","228","224","138","63","57","6","4","86","75","6"
"2019/2020","Female","all","NECO","University","lga","Edu","North Central","Kwara","Edu","","","685","674","403","160","142","18","11","271","243","18"
"2019/2020","Female","all","NECO","University","lga","Ekiti","North Central","Kwara","Ekiti","","","261","257","148","50","43","7","4","109","98","7"
"2019/2020","Female","all","NECO","University","lga","Ilorin East","North Central","Kwara","Ilorin East","","","971","957","577","232","206","26","14","380","345","26"
"2019/2020","Female","all","NECO","University","lga","Ilorin West","North Central","Kwara","Ilorin West","","","324","320","181","78","71","8","4","139","103","8"
"2019/2020","Female","all","NECO","University","lga","Offa","North Central","Kwara","Offa","","","1189","1171","676","249","219","30","18","495","427","30"
"2019/2020","Female","all","WAEC","College of Education","lga","Edu","North Central","Kwara","Edu","","","1311","1292","755","255","221","34","19","537","500","34"
