"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ibadan North","South West","Oyo","Ibadan North","","","499","492","292","113","112","7","7","200","179","7"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ibadan South","South West","Oyo","Ibadan South","","","503","495","302","123","117","10","8","193","179","10"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ogbomosho North","South West","Oyo","Ogbomosho North","","","524","515","312","119","108","12","9","203","193","12"
"2019/2020","Female","all","NABTEB","College of Education","lga","Oyo East","South West","Oyo","Oyo East","","","581","572","347","128","112","16","9","225","219","16"
"2019/2020","Female","all","NABTEB","College of Education","lga","Saki East","South West","Oyo","Saki East","","","417","411","267","101","94","9","6","144","167","9"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ibadan North","South West","Oyo","Ibadan North","","","95","94","57","19","20","0","1","37","39","0"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ibadan South","South West","Oyo","Ibadan South","","","425","419","260","108","101","9","6","159","152","9"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ogbomosho North","South West","Oyo","Ogbomosho North","","","62","61","33","9","10","0","1","28","25","0"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Oyo East","South West","Oyo","Oyo East","","","133","131","80","24","20","4","2","51","56","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Saki East","South West","Oyo","Saki East","","","382","377","237","89","87","4","5","140","149","4"
"2019/2020","Female","all","NABTEB","University","lga","Ibadan North","South West","Oyo","Ibadan North","","","571","563","353","124","106","18","8","210","229","18"
"2019/2020","Female","all","NABTEB","University","lga","Ibadan South","South West","Oyo","Ibadan South","","","104","102","62","29","26","3","2","40","34","3"
"2019/2020","Female","all","NABTEB","University","lga","Ogbomosho North","South West","Oyo","Ogbomosho North","","","634","625","380","124","106","19","9","245","256","19"
"2019/2020","Female","all","NABTEB","University","lga","Oyo East","South West","Oyo","Oyo East","","","494","487","288","99","91","11","7","199","189","11"
"2019/2020","Female","all","NABTEB","University","lga","Saki East","South West","Oyo","Saki East","","","318","313","186","71","72","3","5","127","115","3"
"2019/2020","Female","all","NECO","College of Education","lga","Ibadan North","South West","Oyo","Ibadan North","","","981","966","581","218","195","23","15","385","362","23"
"2019/2020","Female","all","NECO","College of Education","lga","Ibadan South","South West","Oyo","Ibadan South","","","923","910","586","254","214","40","13","324","333","40"
