"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Brass","South South","Bayelsa","Brass","","","452","445","319","109","95","16","7","126","211","16"
"2019/2020","Female","all","NABTEB","College of Education","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","405","399","288","104","96","9","6","111","185","9"
"2019/2020","Female","all","NABTEB","College of Education","lga","Nembe","South South","Bayelsa","Nembe","","","409","403","287","117","104","15","6","116","170","15"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ogbia","South South","Bayelsa","Ogbia","","","156","154","107","39","36","4","2","47","69","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","511","504","353","117","101","18","7","151","236","18"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Brass","South South","Bayelsa","Brass","","","226","223","162","61","50","11","3","61","102","11"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","336","331","239","90","74","16","5","92","149","16"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Nembe","South South","Bayelsa","Nembe","","","399","393","282","108","96","13","6","111","174","13"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ogbia","South South","Bayelsa","Ogbia","","","288","283","202","73","71","4","5","81","129","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","156","154","109","43","37","6","2","45","67","6"
"2019/2020","Female","all","NABTEB","University","lga","Brass","South South","Bayelsa","Brass","","","139","137","105","44","36","8","2","32","62","8"
"2019/2020","Female","all","NABTEB","University","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","51","50","35","17","18","0","1","15","19","0"
"2019/2020","Female","all","NABTEB","University","lga","Ogbia","South South","Bayelsa","Ogbia","","","338","333","235","83","68","15","5","98","152","15"
"2019/2020","Female","all","NABTEB","University","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","150","147","104","47","45","4","3","43","56","4"
"2019/2020","Female","all","NECO","College of Education","lga","Brass","South South","Bayelsa","Brass","","","875","863","609","198","177","21","12","254","411","21"
"2019/2020","Female","all","NECO","College of Education","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","762","750","541","187","168","19","12","209","354","19"
"2019/2020","Female","all","NECO","College of Education","lga","Nembe","South South","Bayelsa","Nembe","","","737","726","521","163","139","24","11","205","358","24"
"2019/2020","Female","all","NECO","College of Education","lga","Ogbia","South South","Bayelsa","Ogbia","","","290","286","199","70","63","7","4","87","129","7"
"2019/2020","Female","all","NECO","College of Education","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","998","984","688","225","198","27","14","296","463","27"
"2019/2020","Female","all","NECO","Polytechnic","lga","Brass","South South","Bayelsa","Brass","","","435","428","310","108","96","12","7","118","202","12"
"2019/2020","Female","all","NECO","Polytechnic","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","644","634","451","152","139","13","10","183","299","13"
"2019/2020","Female","all","NECO","Polytechnic","lga","Nembe","South South","Bayelsa","Nembe","","","732","722","523","177","157","20","10","199","346","20"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ogbia","South South","Bayelsa","Ogbia","","","522","515","372","136","121","15","7","143","236","15"
"2019/2020","Female","all","NECO","Polytechnic","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","302","297","211","73","66","7","5","86","138","7"
"2019/2020","Female","all","NECO","University","lga","Brass","South South","Bayelsa","Brass","","","265","261","194","72","62","11","4","67","121","11"
"2019/2020","Female","all","NECO","University","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","90","89","63","24","22","2","1","26","40","2"
"2019/2020","Female","all","NECO","University","lga","Ogbia","South South","Bayelsa","Ogbia","","","635","626","440","156","139","17","9","186","285","17"
"2019/2020","Female","all","NECO","University","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","277","272","199","72","66","6","5","73","127","6"
"2019/2020","Female","all","WAEC","College of Education","lga","Brass","South South","Bayelsa","Brass","","","1060","1044","737","288","253","35","16","307","449","35"
"2019/2020","Female","all","WAEC","College of Education","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","955","941","681","269","236","33","14","260","412","33"
"2019/2020","Female","all","WAEC","College of Education","lga","Nembe","South South","Bayelsa","Nembe","","","1005","991","706","290","261","29","14","285","416","29"
"2019/2020","Female","all","WAEC","College of Education","lga","Ogbia","South South","Bayelsa","Ogbia","","","390","385","275","106","93","13","5","110","169","13"
"2019/2020","Female","all","WAEC","College of Education","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","1304","1284","902","332","299","33","20","382","571","33"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Brass","South South","Bayelsa","Brass","","","597","588","406","167","151","16","9","182","239","16"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","851","839","590","222","194","28","12","249","368","28"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Nembe","South South","Bayelsa","Nembe","","","898","885","615","236","208","28","13","270","379","28"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Ogbia","South South","Bayelsa","Ogbia","","","665","655","464","189","164","25","10","191","275","25"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","399","393","290","113","100","13","6","103","177","13"
"2019/2020","Female","all","WAEC","University","lga","Brass","South South","Bayelsa","Brass","","","336","331","246","110","97","13","5","85","136","13"
"2019/2020","Female","all","WAEC","University","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","118","116","86","38","32","6","2","30","49","6"
"2019/2020","Female","all","WAEC","University","lga","Ogbia","South South","Bayelsa","Ogbia","","","787","774","559","229","206","23","13","215","330","23"
"2019/2020","Female","all","WAEC","University","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","349","344","248","99","90","9","5","96","149","9"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Brass","South South","Bayelsa","Brass","","","55","55","34","16","18","0","0","21","19","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","47","47","29","18","18","0","0","18","12","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Nembe","South South","Bayelsa","Nembe","","","53","53","35","28","29","0","0","18","7","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Ogbia","South South","Bayelsa","Ogbia","","","17","17","9","8","8","0","0","8","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","57","57","37","16","17","0","0","20","22","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Brass","South South","Bayelsa","Brass","","","27","27","20","8","8","0","0","7","13","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","39","39","24","16","18","0","0","15","9","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Nembe","South South","Bayelsa","Nembe","","","49","49","32","23","22","1","0","17","10","1"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Ogbia","South South","Bayelsa","Ogbia","","","39","39","24","12","12","0","0","15","13","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","19","19","12","8","8","0","0","7","5","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Brass","South South","Bayelsa","Brass","","","15","15","9","8","8","0","0","6","2","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","7","7","4","4","4","0","0","3","1","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Ogbia","South South","Bayelsa","Ogbia","","","39","39","24","12","13","0","0","15","13","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Yenagoa","South South","Bayelsa","Yenagoa","","","23","23","14","12","12","0","0","9","3","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Brass","South South","Bayelsa","Brass","","","89","89","57","20","23","0","0","32","37","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Kolokuma/Opokuma","South South","Bayelsa","Kolokuma/Opokuma","","","66","66","43","23","23","0","0","23","21","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Nembe","South South","Bayelsa","Nembe","","","83","83","58","18","18","0","0","25","40","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Ogbia","South South","Bayelsa","Ogbia","","","30","30","20","6","8","0","0","10","14","0"
