"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Akwanga","North Central","Nasarawa","Akwanga","","","346","341","223","79","71","9","5","118","144","9"
"2019/2020","Female","all","NABTEB","College of Education","lga","Doma","North Central","Nasarawa","Doma","","","343","338","231","79","71","8","5","107","152","8"
"2019/2020","Female","all","NABTEB","College of Education","lga","Keffi","North Central","Nasarawa","Keffi","","","175","173","111","38","34","4","2","62","74","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Lafia","North Central","Nasarawa","Lafia","","","346","341","222","80","67","13","5","119","142","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","303","299","184","54","48","7","4","115","131","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Akwanga","North Central","Nasarawa","Akwanga","","","204","200","130","43","44","2","4","70","88","2"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Doma","North Central","Nasarawa","Doma","","","428","422","279","99","85","14","6","143","180","14"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Keffi","North Central","Nasarawa","Keffi","","","71","70","44","16","14","2","1","26","29","2"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Lafia","North Central","Nasarawa","Lafia","","","196","193","126","41","37","5","3","67","85","5"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","379","374","244","85","74","11","5","130","159","11"
"2019/2020","Female","all","NABTEB","University","lga","Akwanga","North Central","Nasarawa","Akwanga","","","144","141","90","27","26","3","3","51","63","3"
"2019/2020","Female","all","NABTEB","University","lga","Doma","North Central","Nasarawa","Doma","","","162","160","100","28","24","4","2","60","72","4"
"2019/2020","Female","all","NABTEB","University","lga","Keffi","North Central","Nasarawa","Keffi","","","591","582","379","132","117","16","9","203","248","16"
"2019/2020","Female","all","NABTEB","University","lga","Lafia","North Central","Nasarawa","Lafia","","","250","246","155","51","48","5","4","91","104","5"
"2019/2020","Female","all","NABTEB","University","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","230","227","149","54","48","6","3","78","95","6"
"2019/2020","Female","all","NECO","College of Education","lga","Akwanga","North Central","Nasarawa","Akwanga","","","674","665","447","186","170","16","9","218","261","16"
"2019/2020","Female","all","NECO","College of Education","lga","Doma","North Central","Nasarawa","Doma","","","699","688","457","182","166","16","11","231","275","16"
"2019/2020","Female","all","NECO","College of Education","lga","Keffi","North Central","Nasarawa","Keffi","","","308","304","195","71","62","9","4","109","124","9"
"2019/2020","Female","all","NECO","College of Education","lga","Lafia","North Central","Nasarawa","Lafia","","","614","605","407","158","144","15","9","198","248","15"
"2019/2020","Female","all","NECO","College of Education","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","572","563","355","136","123","13","9","208","219","13"
"2019/2020","Female","all","NECO","Polytechnic","lga","Akwanga","North Central","Nasarawa","Akwanga","","","367","362","239","92","82","10","5","123","148","10"
"2019/2020","Female","all","NECO","Polytechnic","lga","Doma","North Central","Nasarawa","Doma","","","808","797","517","208","191","17","11","280","309","17"
"2019/2020","Female","all","NECO","Polytechnic","lga","Keffi","North Central","Nasarawa","Keffi","","","170","167","110","41","36","5","3","57","69","5"
"2019/2020","Female","all","NECO","Polytechnic","lga","Lafia","North Central","Nasarawa","Lafia","","","380","375","239","95","87","8","5","136","145","8"
"2019/2020","Female","all","NECO","Polytechnic","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","743","732","478","185","166","19","11","254","293","19"
"2019/2020","Female","all","NECO","University","lga","Akwanga","North Central","Nasarawa","Akwanga","","","260","257","166","61","54","7","3","91","105","7"
"2019/2020","Female","all","NECO","University","lga","Doma","North Central","Nasarawa","Doma","","","292","287","179","65","58","7","5","108","115","7"
"2019/2020","Female","all","NECO","University","lga","Keffi","North Central","Nasarawa","Keffi","","","1095","1078","687","280","255","25","17","391","407","25"
"2019/2020","Female","all","NECO","University","lga","Lafia","North Central","Nasarawa","Lafia","","","483","476","300","108","97","11","7","176","193","11"
"2019/2020","Female","all","NECO","University","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","471","464","315","129","116","13","7","149","186","13"
"2019/2020","Female","all","WAEC","College of Education","lga","Akwanga","North Central","Nasarawa","Akwanga","","","836","824","539","218","202","16","12","285","321","16"
"2019/2020","Female","all","WAEC","College of Education","lga","Doma","North Central","Nasarawa","Doma","","","916","903","588","234","214","20","13","315","354","20"
"2019/2020","Female","all","WAEC","College of Education","lga","Keffi","North Central","Nasarawa","Keffi","","","420","414","277","103","93","10","6","137","174","10"
"2019/2020","Female","all","WAEC","College of Education","lga","Lafia","North Central","Nasarawa","Lafia","","","811","799","532","217","199","18","12","267","315","18"
"2019/2020","Female","all","WAEC","College of Education","lga","Nasarawa","North Central","Nasarawa","Nasarawa","","","725","715","460","163","146","17","10","255","297","17"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Akwanga","North Central","Nasarawa","Akwanga","","","469","463","303","122","113","10","6","160","180","10"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Doma","North Central","Nasarawa","Doma","","","1026","1011","656","261","239","22","15","355","395","22"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Keffi","North Central","Nasarawa","Keffi","","","173","170","114","46","43","3","3","56","68","3"
