"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Abak","South South","Akwa Ibom","Abak","","","240","237","155","56","51","6","3","82","99","6"
"2019/2020","Female","all","NABTEB","College of Education","lga","Eket","South South","Akwa Ibom","Eket","","","321","316","215","82","80","4","5","101","133","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","475","467","317","118","106","13","8","150","200","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Oron","South South","Akwa Ibom","Oron","","","164","162","107","40","38","3","2","55","68","3"
"2019/2020","Female","all","NABTEB","College of Education","lga","Uyo","South South","Akwa Ibom","Uyo","","","306","302","200","72","62","10","4","102","128","10"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Abak","South South","Akwa Ibom","Abak","","","282","278","179","64","52","12","4","99","115","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Eket","South South","Akwa Ibom","Eket","","","453","446","296","110","106","7","7","150","186","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","168","165","117","47","42","5","3","48","70","5"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Oron","South South","Akwa Ibom","Oron","","","238","235","150","55","50","6","3","85","95","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Uyo","South South","Akwa Ibom","Uyo","","","288","284","189","79","71","8","4","95","111","8"
"2019/2020","Female","all","NABTEB","University","lga","Abak","South South","Akwa Ibom","Abak","","","457","450","296","103","93","11","7","154","194","11"
"2019/2020","Female","all","NABTEB","University","lga","Eket","South South","Akwa Ibom","Eket","","","140","138","97","39","34","5","2","41","59","5"
"2019/2020","Female","all","NABTEB","University","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","354","349","228","83","72","11","5","121","145","11"
"2019/2020","Female","all","NABTEB","University","lga","Oron","South South","Akwa Ibom","Oron","","","584","575","380","140","131","11","9","195","240","11"
"2019/2020","Female","all","NABTEB","University","lga","Uyo","South South","Akwa Ibom","Uyo","","","312","308","200","72","62","11","4","108","128","11"
"2019/2020","Female","all","NECO","College of Education","lga","Abak","South South","Akwa Ibom","Abak","","","447","440","293","106","94","12","7","147","187","12"
"2019/2020","Female","all","NECO","College of Education","lga","Eket","South South","Akwa Ibom","Eket","","","627","618","409","149","132","17","9","209","260","17"
"2019/2020","Female","all","NECO","College of Education","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","868","856","572","211","190","21","12","284","362","21"
