"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ede North","South West","Osun","Ede North","","","47","46","31","10","10","0","1","15","21","0"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ife Central","South West","Osun","Ife Central","","","199","196","133","45","40","5","3","63","89","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ilesha East","South West","Osun","Ilesha East","","","329","323","232","97","88","9","6","91","136","9"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ilesha West","South West","Osun","Ilesha West","","","124","122","78","25","20","5","2","44","53","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Osogbo","South West","Osun","Osogbo","","","586","576","378","139","128","12","10","198","239","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ede North","South West","Osun","Ede North","","","360","356","244","85","66","19","4","112","160","19"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ife Central","South West","Osun","Ife Central","","","271","267","192","80","68","12","4","75","112","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ilesha East","South West","Osun","Ilesha East","","","440","433","300","125","113","12","7","133","175","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ilesha West","South West","Osun","Ilesha West","","","509","502","323","100","92","8","7","179","223","8"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Osogbo","South West","Osun","Osogbo","","","211","208","133","50","45","5","3","75","83","5"
"2019/2020","Female","all","NABTEB","University","lga","Ede North","South West","Osun","Ede North","","","502","495","348","155","139","17","7","147","193","17"
"2019/2020","Female","all","NABTEB","University","lga","Ife Central","South West","Osun","Ife Central","","","557","549","375","158","135","23","8","174","217","23"
"2019/2020","Female","all","NABTEB","University","lga","Ilesha East","South West","Osun","Ilesha East","","","217","213","137","50","45","5","4","76","87","5"
