session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NABTEB,1-year,College of Education,57,37,19,13,6,1.0,0,0,20,18,6
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NABTEB,2-year,College of Education,32,23,12,7,5,2.0,0,0,9,11,5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NABTEB,3-5-year,College of Education,24,17,6,7,0,1.5,0,0,7,11,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NABTEB,5+-year,College of Education,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NECO,1-year,College of Education,91,59,21,22,0,1.0,0,0,32,38,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NECO,2-year,College of Education,62,39,16,11,5,2.0,0,0,23,23,5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NECO,3-5-year,College of Education,32,21,5,5,0,1.5,0,0,11,16,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,NECO,5+-year,College of Education,21,15,5,5,0,1.5,0,0,6,10,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,WAEC,1-year,College of Education,135,95,37,36,1,1.0,0,0,40,58,1
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,WAEC,2-year,College of Education,89,63,23,21,2,2.0,0,0,26,40,2
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,WAEC,3-5-year,College of Education,63,46,19,15,4,1.5,0,0,17,27,4
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,all,WAEC,5+-year,College of Education,29,19,5,5,0,1.5,0,0,10,14,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NABTEB,1-year,College of Education,5,4,6,7,0,1.0,0,0,1,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NECO,1-year,College of Education,9,6,5,5,0,1.0,0,0,3,1,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NECO,2-year,College of Education,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,WAEC,1-year,College of Education,11,5,5,5,0,1.0,0,0,6,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,WAEC,2-year,College of Education,6,5,0,0,0,2.0,0,0,1,5,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,WAEC,3-5-year,College of Education,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,disabled,WAEC,5+-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NABTEB,1-year,College of Education,57,40,12,13,0,1.0,0,0,17,28,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NABTEB,2-year,College of Education,38,27,12,7,5,2.0,0,0,11,15,5
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NABTEB,3-5-year,College of Education,22,17,6,7,0,1.5,0,0,5,11,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NABTEB,5+-year,College of Education,14,10,6,7,0,1.5,0,0,4,4,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NECO,1-year,College of Education,100,68,26,22,4,1.0,0,0,32,42,4
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NECO,2-year,College of Education,65,45,16,16,0,2.0,0,0,20,29,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NECO,3-5-year,College of Education,32,24,5,5,0,1.5,0,0,8,19,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,NECO,5+-year,College of Education,23,15,5,5,0,1.5,0,0,8,10,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,WAEC,1-year,College of Education,138,92,33,31,2,1.0,0,0,46,59,2
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,WAEC,2-year,College of Education,86,57,19,15,4,2.0,0,0,29,38,4
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,WAEC,3-5-year,College of Education,52,35,14,10,4,1.5,0,0,17,21,4
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,all,WAEC,5+-year,College of Education,32,22,5,5,0,1.5,0,0,10,17,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NABTEB,1-year,College of Education,5,4,6,7,0,1.0,0,0,1,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NABTEB,3-5-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NECO,1-year,College of Education,9,6,5,5,0,1.0,0,0,3,1,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NECO,2-year,College of Education,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NECO,3-5-year,College of Education,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,WAEC,1-year,College of Education,11,8,4,5,0,1.0,0,0,3,4,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,WAEC,2-year,College of Education,6,5,0,0,0,2.0,0,0,1,5,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,WAEC,3-5-year,College of Education,6,3,0,0,0,1.5,0,0,3,3,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,disabled,WAEC,5+-year,College of Education,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,all,NABTEB,1-year,University,27,17,6,7,0,1.0,0,0,10,11,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,all,NABTEB,2-year,University,16,13,6,7,0,2.0,0,0,3,7,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,all,NABTEB,3-5-year,University,8,7,0,0,0,1.5,0,0,1,7,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,all,NABTEB,5+-year,University,8,4,0,0,0,1.5,0,0,4,4,0
2019/2020,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,all,NECO,1-year,University,53,36,10,11,0,1.0,0,0,17,26,0
