"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","239","235","142","61","52","10","4","93","80","10"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ede","North Central","Kogi","Idah","Ede","","128","126","71","22","22","0","2","55","50","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ega","North Central","Kogi","Idah","Ega","","181","179","103","44","39","5","2","76","59","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ichala","North Central","Kogi","Idah","Ichala","","72","71","41","17","17","0","1","30","25","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","139","137","80","28","28","0","2","57","53","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Aiyetoro-Kiri","North Central","Kogi","Kabba/Bunu","Aiyetoro-Kiri","","338","332","192","66","50","16","6","140","125","16"
"2019/2020","Female","all","NABTEB","College of Education","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","168","165","91","28","28","0","3","74","64","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","171","168","92","28","24","5","3","76","64","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bariki","North Central","Kogi","Okene","Bariki","","87","86","50","22","23","0","1","36","29","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Idoji","North Central","Kogi","Okene","Idoji","","154","152","86","28","29","0","2","66","59","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","133","131","71","23","23","0","2","60","48","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ankpa II","North Central","Kogi","Ankpa","Ankpa II","","286","282","172","67","63","5","4","110","106","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ankpa Suburb I","North Central","Kogi","Ankpa","Ankpa Suburb I","","213","209","114","34","28","6","4","95","80","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ede","North Central","Kogi","Idah","Ede","","58","57","32","17","17","0","1","25","16","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ichala","North Central","Kogi","Idah","Ichala","","110","108","63","22","17","5","2","45","41","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Aiyeteju","North Central","Kogi","Kabba/Bunu","Aiyeteju","","204","201","123","50","40","10","3","78","74","10"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Aiyewa","North Central","Kogi","Kabba/Bunu","Aiyewa","","125","123","69","17","17","0","2","54","53","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Eggan","North Central","Kogi","Lokoja","Eggan","","122","120","71","28","29","0","2","49","44","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Kakanda","North Central","Kogi","Lokoja","Kakanda","","57","56","35","16","16","0","1","21","18","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Kupa North East","North Central","Kogi","Lokoja","Kupa North East","","263","259","145","45","34","11","4","114","100","11"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Abuga/Ozuja","North Central","Kogi","Okene","Abuga/Ozuja","","63","62","32","6","6","0","1","30","26","0"
"2019/2020","Female","all","NABTEB","University","ward","Ankpa I","North Central","Kogi","Ankpa","Ankpa I","","192","189","102","28","22","6","3","87","74","6"
