session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'A' Idofin,South West,Ekiti,Ado Ekiti,Ado 'A' Idofin,,275,271,161,61,54,7,4,110,100,7
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'B' Inisa,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,,211,208,126,49,40,9,3,82,77,9
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Ado Ekiti,Ado 'C' Idolofin,,228,225,135,60,58,3,3,90,75,3
2019/2020,Female,all,NABTEB,College of Education,ward,Efon I,South West,Ekiti,Efon,Efon I,,207,204,127,53,49,5,3,77,74,5
2019/2020,Female,all,NABTEB,College of Education,ward,Efon III,South West,Ekiti,Efon,Efon III,,106,104,60,19,17,2,2,44,41,2
2019/2020,Female,all,NABTEB,College of Education,ward,Ida Mudu I,South West,Ekiti,Emure,Ida Mudu I,,253,249,145,45,41,5,4,104,100,5
2019/2020,Female,all,NABTEB,College of Education,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,137,135,81,38,33,5,2,54,43,5
2019/2020,Female,all,NABTEB,College of Education,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,200,198,118,49,46,3,2,80,69,3
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'A' Idofin,South West,Ekiti,Gbonyin,Ado 'A' Idofin,,155,153,97,41,41,1,2,56,56,1
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'B' Inisa,South West,Ekiti,Gbonyin,Ado 'B' Inisa,,136,134,80,34,28,6,2,54,46,6
2019/2020,Female,all,NABTEB,College of Education,ward,Ado 'C' Idolofin,South West,Ekiti,Gbonyin,Ado 'C' Idolofin,,164,162,98,38,33,5,2,64,60,5
2019/2020,Female,all,NABTEB,Polytechnic,ward,Ado 'B' Inisa,South West,Ekiti,Ado Ekiti,Ado 'B' Inisa,,104,102,67,30,29,1,2,35,37,1
2019/2020,Female,all,NABTEB,Polytechnic,ward,Efon II,South West,Ekiti,Efon,Efon II,,83,82,45,15,12,3,1,37,30,3
2019/2020,Female,all,NABTEB,Polytechnic,ward,Ida Mudu II,South West,Ekiti,Emure,Ida Mudu II,,68,67,40,19,16,3,1,27,21,3
2019/2020,Female,all,NABTEB,Polytechnic,ward,Odo Emure I,South West,Ekiti,Emure,Odo Emure I,,72,71,43,19,16,3,1,28,24,3
