session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,139,137,100,33,33,1,2,37,67,1
2019/2020,Female,all,NABTEB,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,226,223,158,48,41,7,3,65,110,7
2019/2020,Female,all,NABTEB,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,142,140,108,37,33,4,2,32,71,4
2019/2020,Female,all,NABTEB,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,65,64,47,19,16,3,1,17,28,3
2019/2020,Female,all,NABTEB,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,83,82,61,22,21,1,1,21,39,1
2019/2020,Female,all,NABTEB,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,74,73,53,19,16,3,1,20,34,3
2019/2020,Female,all,NABTEB,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,222,219,166,52,49,4,3,53,114,4
2019/2020,Female,all,NABTEB,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,288,284,205,67,62,5,4,79,138,5
2019/2020,Female,all,NABTEB,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,90,89,64,22,21,1,1,25,42,1
2019/2020,Female,all,NABTEB,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,76,75,58,22,20,2,1,17,36,2
2019/2020,Female,all,NABTEB,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,81,80,61,19,16,3,1,19,42,3
2019/2020,Female,all,NABTEB,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,72,71,50,19,16,3,1,21,31,3
