"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gbk/Central Market","North Central","Benue","Gboko","Gbk/Central Market","","191","188","128","54","48","6","3","60","73","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gboko East","North Central","Benue","Gboko","Gboko East","","216","213","135","48","50","0","3","78","88","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gboko North West","North Central","Benue","Gboko","Gboko North West","","180","177","119","36","37","0","3","58","84","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikurav Tiev I","North Central","Benue","Katsina-Ala","Ikurav Tiev I","","107","105","69","18","12","6","2","36","52","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikurav Tiev II","North Central","Benue","Katsina-Ala","Ikurav Tiev II","","161","159","108","42","31","11","2","51","67","11"
"2019/2020","Female","all","NABTEB","College of Education","ward","Iwar(Tongov I)","North Central","Benue","Katsina-Ala","Iwar(Tongov I)","","186","183","128","61","50","11","3","55","68","11"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agan","North Central","Benue","Makurdi","Agan","","86","85","64","30","24","6","1","21","34","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ankpa/Wadata","North Central","Benue","Makurdi","Ankpa/Wadata","","87","86","59","30","25","5","1","27","30","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bar","North Central","Benue","Makurdi","Bar","","62","61","42","12","12","0","1","19","30","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Adoka-Icho","North Central","Benue","Otukpo","Adoka-Icho","","180","177","119","47","43","6","3","58","71","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Allan","North Central","Benue","Otukpo","Allan","","53","52","35","12","12","0","1","17","23","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Mbadede","North Central","Benue","Vandeikya","Mbadede","","59","58","35","17","17","0","1","23","17","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Mbagbam","North Central","Benue","Vandeikya","Mbagbam","","226","222","149","61","49","12","4","73","88","12"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gbk/Central Market","North Central","Benue","Gboko","Gbk/Central Market","","104","102","69","24","18","6","2","33","46","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gboko East","North Central","Benue","Gboko","Gboko East","","49","48","29","6","6","0","1","19","24","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gboko North West","North Central","Benue","Gboko","Gboko North West","","71","70","50","24","25","0","1","20","26","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ikurav Tiev I","North Central","Benue","Katsina-Ala","Ikurav Tiev I","","95","94","65","31","25","6","1","29","35","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ikurav Tiev II","North Central","Benue","Katsina-Ala","Ikurav Tiev II","","168","166","111","48","43","6","2","55","62","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Agan","North Central","Benue","Makurdi","Agan","","172","170","112","42","31","11","2","58","71","11"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ankpa/Wadata","North Central","Benue","Makurdi","Ankpa/Wadata","","221","217","141","41","37","5","4","76","100","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bar","North Central","Benue","Makurdi","Bar","","120","118","85","31","25","6","2","33","55","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Adoka-Haje","North Central","Benue","Otukpo","Adoka-Haje","","236","232","161","60","54","6","4","71","102","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Adoka-Icho","North Central","Benue","Otukpo","Adoka-Icho","","73","72","45","18","18","0","1","27","28","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Allan","North Central","Benue","Otukpo","Allan","","163","160","115","54","48","6","3","45","60","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Mbadede","North Central","Benue","Vandeikya","Mbadede","","107","105","75","31","25","6","2","30","45","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Mbagbam","North Central","Benue","Vandeikya","Mbagbam","","76","75","52","24","18","6","1","23","29","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Mbagbera","North Central","Benue","Vandeikya","Mbagbera","","174","171","120","48","42","6","3","51","72","6"
"2019/2020","Female","all","NABTEB","University","ward","Gbk/Central Market","North Central","Benue","Gboko","Gbk/Central Market","","59","58","39","12","12","0","1","19","27","0"
"2019/2020","Female","all","NABTEB","University","ward","Gboko East","North Central","Benue","Gboko","Gboko East","","70","69","49","18","18","0","1","20","32","0"
"2019/2020","Female","all","NABTEB","University","ward","Gboko North West","North Central","Benue","Gboko","Gboko North West","","87","86","52","12","12","0","1","34","41","0"
"2019/2020","Female","all","NABTEB","University","ward","Ikurav Tiev I","North Central","Benue","Katsina-Ala","Ikurav Tiev I","","183","180","119","36","30","6","3","61","83","6"
