"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Baro","North Central","Niger","Agaie","Baro","","114","112","72","22","15","7","2","40","51","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Boku","North Central","Niger","Agaie","Boku","","244","240","180","82","68","14","4","60","99","14"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bariki","North Central","Niger","Bida","Bariki","","207","204","146","44","38","7","3","58","102","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ceniyan","North Central","Niger","Bida","Ceniyan","","126","124","93","43","45","0","2","31","49","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dokodza","North Central","Niger","Bida","Dokodza","","250","246","172","67","61","7","4","74","106","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Limawa 'A'","North Central","Niger","Chanchaga","Limawa 'A'","","130","128","82","22","23","0","2","46","61","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Limawa 'B'","North Central","Niger","Chanchaga","Limawa 'B'","","113","111","82","29","23","7","2","29","52","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Makera","North Central","Niger","Chanchaga","Makera","","166","163","118","52","46","7","3","45","66","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Arewa","North Central","Niger","Kontagora","Arewa","","61","60","44","15","15","0","1","16","29","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bagama 'B'","North Central","Niger","Suleja","Bagama 'B'","","99","98","65","22","15","7","1","33","44","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bagmama 'A'","North Central","Niger","Suleja","Bagmama 'A'","","449","442","315","126","98","28","7","127","189","28"
"2019/2020","Female","all","NABTEB","College of Education","ward","Hashimi 'A'","North Central","Niger","Suleja","Hashimi 'A'","","168","165","117","51","44","7","3","48","65","7"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Baro","North Central","Niger","Agaie","Baro","","246","243","178","82","61","21","3","65","96","21"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Boku","North Central","Niger","Agaie","Boku","","221","217","152","52","46","7","4","65","100","7"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dauaci","North Central","Niger","Agaie","Dauaci","","247","243","173","82","76","7","4","70","92","7"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ceniyan","North Central","Niger","Bida","Ceniyan","","88","87","65","22","15","7","1","22","44","7"
