"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","all","NABTEB","Polytechnic","103","101","66","25","18","7","2.0","2","35","41","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","all","NECO","Polytechnic","217","214","138","52","50","2","2.0","3","76","87","2"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","all","WAEC","Polytechnic","251","247","156","64","58","7","2.0","4","91","91","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","disabled","NECO","Polytechnic","23","23","14","6","6","0","2.0","0","9","8","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Female","disabled","WAEC","Polytechnic","25","25","15","5","6","0","2.0","0","10","11","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","all","NABTEB","Polytechnic","122","120","83","25","18","7","2.0","2","37","58","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","all","NECO","Polytechnic","262","258","173","65","57","8","2.0","4","85","108","8"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","all","WAEC","Polytechnic","301","297","192","65","58","7","2.0","4","105","128","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","disabled","NABTEB","Polytechnic","15","15","9","0","0","0","2.0","0","6","9","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","disabled","NECO","Polytechnic","29","29","18","6","7","0","2.0","0","11","12","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Community Secondary School, Badau/Darhela","Male","disabled","WAEC","Polytechnic","37","36","23","5","6","0","2.0","1","13","18","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","all","NABTEB","College of Education","89","88","56","25","18","7","2.1","1","32","32","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","all","NECO","College of Education","192","189","123","59","57","2","2.0","3","66","65","2"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","all","WAEC","College of Education","204","201","132","59","52","7","2.0","3","69","74","7"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","disabled","NABTEB","College of Education","12","12","6","0","0","0","2.1","0","6","6","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","disabled","NECO","College of Education","23","23","14","6","6","0","2.0","0","9","8","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Female","disabled","WAEC","College of Education","25","25","15","5","6","0","2.0","0","10","11","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","all","NABTEB","College of Education","92","91","64","17","18","0","2.1","1","27","47","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","all","NECO","College of Education","175","172","117","39","36","3","2.0","3","55","78","3"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","all","WAEC","College of Education","190","187","126","43","41","2","2.0","3","61","84","2"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","disabled","NECO","College of Education","26","26","14","6","6","0","2.0","0","12","8","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Comprehensive High School, Badau/Darhela","Male","disabled","WAEC","College of Education","25","25","15","5","6","0","2.0","0","10","11","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","all","NABTEB","College of Education","61","60","36","17","18","0","2.1","1","24","20","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","all","NECO","College of Education","115","113","70","33","29","4","2.0","2","43","38","4"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","all","WAEC","College of Education","149","147","95","43","41","2","2.0","2","52","52","2"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","disabled","NECO","College of Education","14","14","8","6","7","0","2.0","0","6","3","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Female","disabled","WAEC","College of Education","17","17","11","5","6","0","2.0","0","6","6","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","all","NABTEB","College of Education","71","70","46","17","18","0","2.1","1","24","29","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","all","NECO","College of Education","139","137","86","33","29","4","2.0","2","51","54","4"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","all","WAEC","College of Education","181","178","118","38","35","3","2.0","3","60","81","3"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","disabled","NABTEB","College of Education","11","11","7","0","0","0","2.1","0","4","7","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","disabled","NECO","College of Education","17","17","11","6","7","0","2.0","0","6","6","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Government Secondary School, Badau/Darhela","Male","disabled","WAEC","College of Education","20","20","14","5","6","0","2.0","0","6","9","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","all","NABTEB","University","92","91","54","17","18","0","1.8","1","37","37","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","all","NECO","University","172","169","102","33","29","4","1.8","3","67","69","4"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","all","WAEC","University","196","193","121","43","41","2","1.8","3","72","79","2"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","disabled","NABTEB","University","11","11","7","0","0","0","1.8","0","4","7","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","disabled","NECO","University","14","14","8","0","0","0","1.8","0","6","8","0"
"2019/2020","North West","Sokoto","Bodinga","Badau/Darhela","Unity College, Bodinga","Female","disabled","WAEC","University","23","23","14","5","6","0","1.8","0","9","9","0"
