"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","all","NABTEB","University","42","41","28","9","10","0","1.8","1","13","20","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","all","NECO","University","79","78","53","20","18","2","1.8","1","25","34","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","all","WAEC","University","102","100","69","31","28","3","1.8","2","31","39","3"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","disabled","NABTEB","University","7","7","4","3","3","0","1.8","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","disabled","NECO","University","8","8","5","3","4","0","1.8","0","3","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Female","disabled","WAEC","University","9","9","6","3","3","0","1.8","0","3","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","all","NABTEB","University","44","43","26","13","10","3","1.8","1","17","14","3"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","all","NECO","University","77","76","53","24","22","2","1.8","1","23","30","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","all","WAEC","University","96","95","60","25","24","1","1.8","1","35","34","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","disabled","NABTEB","University","7","7","4","3","3","0","1.8","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","disabled","NECO","University","8","8","5","3","4","0","1.8","0","3","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Community Secondary School, Agyaga","Male","disabled","WAEC","University","9","9","5","3","3","0","1.8","0","4","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","all","NABTEB","Polytechnic","75","74","51","16","14","2","2.0","1","23","36","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","all","NECO","Polytechnic","143","141","94","40","35","5","2.0","2","47","53","5"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","all","WAEC","Polytechnic","182","179","122","51","47","4","2.0","3","57","71","4"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","disabled","NABTEB","Polytechnic","9","9","6","3","3","0","2.0","0","3","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","disabled","NECO","Polytechnic","17","17","11","3","4","0","2.0","0","6","8","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Female","disabled","WAEC","Polytechnic","19","19","12","5","5","0","2.0","0","7","6","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","all","NABTEB","Polytechnic","94","93","61","22","20","2","2.0","1","32","39","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","all","NECO","Polytechnic","189","186","125","47","43","4","2.0","3","61","79","4"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","all","WAEC","Polytechnic","244","240","161","62","59","4","2.0","4","79","98","4"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","disabled","NABTEB","Polytechnic","11","11","6","3","3","0","2.0","0","5","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","disabled","NECO","Polytechnic","24","24","17","7","7","0","2.0","0","7","10","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Comprehensive High School, Agyaga","Male","disabled","WAEC","Polytechnic","24","24","16","6","6","0","2.0","0","8","11","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","all","NABTEB","College of Education","98","97","65","22","20","2","2.1","1","32","43","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","all","NECO","College of Education","185","182","126","57","54","3","2.0","3","56","69","3"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","all","WAEC","College of Education","211","208","140","63","59","4","2.0","3","68","77","4"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","disabled","NECO","College of Education","14","14","9","3","3","0","2.0","0","5","7","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Female","disabled","WAEC","College of Education","13","13","8","3","3","0","2.0","0","5","5","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","all","NABTEB","College of Education","115","113","81","25","24","1","2.1","2","32","56","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","all","NECO","College of Education","214","211","141","54","47","7","2.0","3","70","87","7"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","all","WAEC","College of Education","257","253","168","72","65","7","2.0","4","85","97","7"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","disabled","NECO","College of Education","17","17","9","4","3","1","2.0","0","8","6","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Government Secondary School, Agyaga","Male","disabled","WAEC","College of Education","18","18","12","6","6","0","2.0","0","6","7","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","all","NABTEB","Polytechnic","40","39","24","9","10","0","2.0","1","15","16","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","all","NECO","Polytechnic","73","72","49","17","14","3","2.0","1","23","33","3"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","all","WAEC","Polytechnic","98","97","60","20","19","1","2.0","1","37","40","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","disabled","NECO","Polytechnic","7","7","5","3","3","0","2.0","0","2","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Female","disabled","WAEC","Polytechnic","9","9","5","3","3","0","2.0","0","4","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","all","NABTEB","Polytechnic","42","41","26","9","10","0","2.0","1","15","18","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","all","NECO","Polytechnic","75","74","51","20","18","2","2.0","1","23","32","2"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","all","WAEC","Polytechnic","104","102","63","23","22","1","2.0","2","39","41","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","disabled","NECO","Polytechnic","8","8","5","4","3","1","2.0","0","3","2","1"
"2019/2020","North Central","Nasarawa","Akwanga","Agyaga","Unity College, Akwanga","Male","disabled","WAEC","Polytechnic","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","all","NABTEB","College of Education","42","41","28","13","10","3","2.1","1","13","16","3"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","all","NECO","College of Education","79","78","55","24","22","2","2.0","1","23","32","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","all","WAEC","College of Education","100","99","63","29","28","1","2.0","1","36","34","1"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","disabled","NECO","College of Education","8","8","5","3","4","0","2.0","0","3","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Female","disabled","WAEC","College of Education","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","all","NABTEB","College of Education","46","45","28","13","14","0","2.1","1","17","16","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","all","NECO","College of Education","99","98","67","27","25","2","2.0","1","31","41","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","all","WAEC","College of Education","115","113","76","29","25","4","2.0","2","37","47","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","disabled","NECO","College of Education","13","13","8","3","3","0","2.0","0","5","5","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Community Secondary School, Akwanga East","Male","disabled","WAEC","College of Education","13","13","8","3","3","0","2.0","0","5","5","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","all","NABTEB","College of Education","73","72","49","19","17","2","2.1","1","23","31","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","all","NECO","College of Education","160","158","105","44","40","4","2.0","2","53","61","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","all","WAEC","College of Education","215","212","138","54","50","4","2.0","3","74","84","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","disabled","NECO","College of Education","22","22","15","7","7","0","2.0","0","7","8","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Female","disabled","WAEC","College of Education","24","24","14","6","6","0","2.0","0","10","9","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","all","NABTEB","College of Education","89","88","62","19","17","2","2.1","1","26","44","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","all","NECO","College of Education","200","197","131","51","47","4","2.0","3","66","81","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","all","WAEC","College of Education","264","260","178","66","59","7","2.0","4","82","113","7"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","disabled","NABTEB","College of Education","9","9","6","3","3","0","2.1","0","3","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","disabled","NECO","College of Education","24","24","17","7","7","0","2.0","0","7","10","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Comprehensive High School, Akwanga East","Male","disabled","WAEC","College of Education","31","31","19","6","6","0","2.0","0","12","14","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","all","NABTEB","University","48","47","28","6","7","0","1.8","1","19","22","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","all","NECO","University","91","90","54","17","14","3","1.8","1","36","37","3"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","all","WAEC","University","120","118","72","29","25","4","1.8","2","46","43","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","disabled","NABTEB","University","7","7","4","0","0","0","1.8","0","3","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","disabled","NECO","University","8","8","4","3","3","0","1.8","0","4","1","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Female","disabled","WAEC","University","11","11","6","3","3","0","1.8","0","5","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","all","NABTEB","University","54","53","33","9","10","0","1.8","1","20","24","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","all","NECO","University","99","98","65","24","22","2","1.8","1","33","42","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","all","WAEC","University","126","124","79","29","28","1","1.8","2","45","50","1"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","disabled","NABTEB","University","7","7","4","3","3","0","1.8","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","disabled","NECO","University","7","7","5","2","2","0","1.8","0","2","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Government Secondary School, Akwanga East","Male","disabled","WAEC","University","11","11","6","3","3","0","1.8","0","5","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","all","NABTEB","Polytechnic","46","45","28","9","10","0","2.0","1","17","20","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","all","NECO","Polytechnic","77","76","51","20","18","2","2.0","1","25","32","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","all","WAEC","Polytechnic","98","97","63","28","24","4","2.0","1","34","34","4"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","disabled","NECO","Polytechnic","7","7","5","2","2","0","2.0","0","2","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Female","disabled","WAEC","Polytechnic","9","9","6","3","3","0","2.0","0","3","4","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","all","NABTEB","Polytechnic","46","45","31","9","10","0","2.0","1","14","22","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","all","NECO","Polytechnic","77","76","53","20","18","2","2.0","1","23","34","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","all","WAEC","Polytechnic","106","104","65","26","25","1","2.0","2","39","40","1"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","disabled","NABTEB","Polytechnic","7","7","4","3","3","0","2.0","0","3","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","disabled","NECO","Polytechnic","7","7","5","2","3","0","2.0","0","2","2","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga East","Unity College, Akwanga","Male","disabled","WAEC","Polytechnic","9","9","5","3","3","0","2.0","0","4","3","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga West","Community Secondary School, Akwanga West","Female","all","NABTEB","College of Education","46","45","28","9","10","0","2.1","1","17","20","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga West","Community Secondary School, Akwanga West","Female","all","NECO","College of Education","81","80","49","20","18","2","2.0","1","31","30","2"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga West","Community Secondary School, Akwanga West","Female","all","WAEC","College of Education","103","101","64","23","22","1","2.0","2","37","41","1"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga West","Community Secondary School, Akwanga West","Female","disabled","NABTEB","College of Education","7","7","4","3","3","0","2.1","0","4","1","0"
"2019/2020","North Central","Nasarawa","Akwanga","Akwanga West","Community Secondary School, Akwanga West","Female","disabled","NECO","College of Education","7","7","3","3","2","1","2.0","0","4","0","1"
